"","age","income","children","credit_history","overdue_payments","active_loans","years_in_job","owns_property","assets_value","other_loans","credit_risk","education_podstawowe","education_średnie","education_wyższe","city_duże","city_małe","city_średnie","marital_status_kawaler/panna","marital_status_rozwiedziony/rozwiedziona","marital_status_żonaty/zamężna","employment_type_brak","employment_type_określona","employment_type_samozatrudnienie","employment_type_stała"
"2583",37,24514,5,0,1,0,8,0,24514,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"2584",47,34170,3,1,0,4,0,1,34170,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"2585",43,9220,0,1,1,1,11,0,9220,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"2586",45,14369,3,1,1,2,17,1,14369,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"2587",40,34752,0,1,1,1,8,0,34752,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"2588",37,40000,3,0,0,3,10,1,40000,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"2589",44,33682,0,1,0,0,19,1,33682,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2590",30,21368,0,1,1,3,12,1,21368,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"2591",43,40000,0,0,0,2,14,0,40000,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"2592",18,40000,4,1,1,0,1,1,40000,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"2593",54,37192,2,1,1,0,16,0,37192,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
"2594",42,14235,0,0,0,1,7,1,14235,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"2595",25,17228,0,0,1,1,14,1,17228,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"2596",44,40000,1,0,1,2,12,1,40000,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"2597",30,12412,5,1,1,2,13,0,12412,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"2598",49,15544,0,0,0,1,13,1,15544,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
"2599",61,7796,1,0,1,2,9,0,7796,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"2600",40,32814,2,1,0,2,3,0,32814,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"2601",33,40000,3,1,1,3,1,1,40000,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"2602",35,13365,0,0,1,2,9,1,13365,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"2603",36,20055,1,1,0,1,10,0,20055,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"2604",46,13589,2,1,1,2,12,1,13589,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"2605",43,23507,1,1,1,2,21,1,23507,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"2606",30,40000,0,0,0,0,4,0,40000,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"2607",47,12163,1,1,0,1,0,1,12163,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"2608",30,33764,2,0,0,0,12,0,33764,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"2609",42,38279,0,0,1,1,14,0,38279,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0
"2610",47,16396,0,1,1,3,6,1,16396,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"2611",52,32041,2,1,1,0,1,1,32041,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"2612",36,17761,0,1,0,0,10,0,17761,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"2613",44,40000,0,1,1,3,0,1,40000,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2614",39,16858,2,1,1,1,15,0,16858,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0
"2615",49,11582,0,1,1,1,16,1,11582,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"2616",18,21653,0,0,1,1,13,0,21653,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"2617",34,40000,2,1,1,1,4,0,40000,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"2618",40,18375,0,1,0,1,3,0,18375,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2619",55,9221,1,0,0,0,6,0,9221,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"2620",54,35794,0,1,1,5,13,0,35794,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
"2621",39,35044,0,0,0,2,7,1,35044,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"2622",37,31580,0,1,1,1,7,1,31580,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"2623",38,7026,0,1,1,0,11,0,7026,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"2624",49,40000,5,0,1,2,14,0,40000,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"2625",28,21274,3,1,1,3,8,1,21274,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"2626",37,11720,3,0,0,1,2,1,11720,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"2627",30,23574,1,1,1,1,16,1,23574,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
"2628",41,16047,3,0,1,2,10,1,16047,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"2629",24,16180,0,0,0,3,15,0,16180,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"2630",49,29275,1,1,1,1,6,1,29275,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"2631",33,26502,0,1,0,4,22,1,26502,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"2632",51,32824,3,0,0,3,12,1,32824,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"2633",33,23535,0,0,1,1,16,0,23535,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"2634",34,17667,0,1,1,0,5,1,17667,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0
"2635",25,27292,0,0,1,3,9,1,27292,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
"2636",38,17267,0,0,0,0,6,1,17267,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"2637",35,15765,0,1,1,1,8,1,15765,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2638",66,40000,1,1,0,0,9,1,40000,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"2639",44,16313,4,1,1,2,9,1,16313,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2640",41,26539,0,1,1,2,13,0,26539,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"2641",18,13999,0,1,0,4,8,0,13999,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"2642",35,40000,0,0,1,1,10,0,40000,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"2643",21,16208,0,1,1,0,10,1,16208,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"2644",28,35501,0,1,0,2,5,1,35501,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2645",51,19185,0,0,0,2,7,0,19185,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"2646",44,12780,0,1,1,1,10,1,12780,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0
"2647",22,26378,2,1,1,2,15,1,26378,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"2648",31,33148,0,1,1,3,4,1,33148,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1
"2649",29,8241,0,1,1,2,0,1,8241,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
"2650",28,20339,0,1,0,4,6,1,20339,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"2651",44,14401,3,1,1,1,7,1,14401,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
"2652",30,13742,1,1,0,2,15,1,13742,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"2653",45,19049,0,0,0,3,8,0,19049,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"2654",58,37772,1,1,1,0,7,1,37772,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
"2655",24,39146,1,0,1,2,5,0,39146,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"2656",46,22864,0,1,0,0,9,1,22864,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2657",56,40000,0,0,1,0,12,1,40000,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
"2658",42,40000,0,1,0,3,4,0,40000,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
"2659",44,20525,1,1,0,0,19,1,20525,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"2660",34,14645,1,0,1,2,0,0,14645,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"2661",24,23767,2,1,0,1,14,0,23767,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2662",32,40000,0,0,0,3,14,1,40000,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"2663",52,28838,1,1,1,0,0,1,28838,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"2664",42,14323,1,1,0,0,8,0,14323,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"2665",51,18180,2,1,1,1,5,1,18180,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2666",56,40000,0,1,1,3,0,1,40000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"2667",55,28606,0,1,0,1,0,1,28606,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"2668",47,34983,2,1,1,1,7,0,34983,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"2669",42,40000,0,0,0,2,16,1,40000,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"2670",40,19225,5,0,1,0,13,1,19225,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"2671",46,19195,1,1,0,0,8,0,19195,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"2672",46,33642,2,0,1,1,10,0,33642,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"2673",60,19708,0,1,1,0,8,1,19708,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"2674",52,22163,0,1,0,2,3,1,22163,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"2675",34,24475,1,0,0,0,9,0,24475,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"2676",31,37156,1,0,1,1,2,1,37156,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
"2677",36,17349,0,1,1,2,18,0,17349,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"2678",24,25693,1,1,1,2,1,1,25693,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2679",29,19313,2,1,0,1,4,1,19313,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"2680",46,6354,1,1,1,0,4,1,6354,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"2681",46,38562,1,1,1,1,5,1,38562,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"2682",34,4154,1,1,1,1,12,0,4154,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
"2683",42,40000,0,1,1,2,12,1,40000,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"2684",54,13184,0,1,0,1,15,1,13184,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2685",49,34420,1,1,0,0,11,1,34420,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"2686",45,33121,1,1,0,0,0,0,33121,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"2687",35,12767,4,0,1,1,6,0,12767,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0
"2688",40,17031,0,1,1,2,1,1,17031,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
"2689",21,34726,0,0,1,0,11,0,34726,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"2690",50,19332,0,1,0,4,9,1,19332,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"2691",30,18219,0,1,1,1,10,0,18219,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"2692",42,24280,4,1,1,0,9,0,24280,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"2693",26,28097,0,1,1,0,10,1,28097,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"2694",35,40000,0,0,1,0,8,0,40000,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"2695",29,24269,0,1,1,0,9,0,24269,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2696",54,40000,0,0,0,2,14,0,40000,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"2697",42,34971,2,1,1,1,13,0,34971,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"2698",38,40000,1,0,1,4,9,0,40000,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"2699",18,17661,0,1,0,0,2,1,17661,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
"2700",29,33216,0,1,0,1,13,1,33216,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
"2701",32,6808,0,1,1,0,8,0,6808,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"2702",50,40000,1,1,1,3,0,0,40000,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
"2703",36,14036,1,0,0,3,6,1,14036,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"2704",64,16734,0,1,0,0,9,0,16734,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"2705",47,21152,0,0,0,1,0,1,21152,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"2706",36,6899,1,1,1,2,5,1,6899,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"2707",48,16314,0,1,1,2,18,0,16314,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"2708",18,36612,1,1,1,1,7,1,36612,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"2709",29,40000,0,1,0,0,10,0,40000,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
"2710",48,31057,0,1,1,2,10,1,31057,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"2711",61,25263,0,1,0,2,0,0,25263,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"2712",50,11347,3,1,1,0,11,1,11347,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"2713",59,19239,0,1,1,2,10,1,19239,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2714",38,20715,3,1,1,5,6,1,20715,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1
"2715",50,34584,0,0,0,2,8,1,34584,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"2716",54,26684,0,1,1,0,8,0,26684,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"2717",41,20361,1,0,1,2,15,0,20361,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"2718",25,15381,1,1,1,3,14,1,15381,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"2719",30,15500,2,0,0,0,6,1,15500,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"2720",38,36798,2,0,0,2,0,1,36798,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"2721",48,40000,4,0,1,0,11,0,40000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"2722",31,14827,3,1,0,0,7,1,14827,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"2723",56,13009,0,1,1,2,14,1,13009,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"2724",40,20862,2,0,1,3,11,1,20862,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"2725",40,39432,0,1,0,1,16,1,39432,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"2726",41,14356,0,1,0,2,9,1,14356,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"2727",47,13665,3,1,1,2,14,1,13665,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"2728",43,40000,1,1,1,2,9,1,40000,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"2729",45,27450,1,1,1,1,8,1,27450,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
"2730",24,19522,0,1,0,1,6,0,19522,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
"2731",44,28639,0,0,1,1,8,0,28639,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"2732",31,14219,0,0,1,0,11,0,14219,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"2733",42,18613,1,1,1,2,11,1,18613,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"2734",56,16945,0,1,0,1,11,1,16945,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"2735",42,27468,1,1,0,3,7,0,27468,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
"2736",30,15791,0,0,0,4,11,0,15791,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2737",42,40000,5,1,1,3,12,1,40000,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"2738",43,19471,0,1,1,2,15,1,19471,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"2739",40,29430,5,0,0,0,22,1,29430,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"2740",27,23921,2,1,1,1,5,1,23921,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"2741",55,9869,0,1,0,3,8,1,9869,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"2742",36,21204,0,1,0,2,8,0,21204,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"2743",41,28394,1,1,0,2,11,0,28394,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"2744",38,21660,1,1,1,1,4,1,21660,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"2745",53,30871,0,1,1,1,15,1,30871,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0
"2746",22,23518,0,0,0,0,13,1,23518,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"2747",39,23166,2,1,0,1,11,1,23166,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0
"2748",38,38035,0,0,1,4,16,0,38035,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2749",50,29724,2,0,0,3,6,1,29724,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2750",42,13872,0,0,1,2,9,1,13872,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"2751",34,40000,0,1,0,1,2,1,40000,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"2752",46,23440,0,1,1,3,13,0,23440,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"2753",22,20565,0,1,1,1,11,0,20565,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
"2754",32,21943,0,1,0,1,5,0,21943,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"2755",39,35304,1,1,1,1,9,1,35304,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
"2756",39,24832,1,1,0,1,11,1,24832,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
"2757",53,28166,1,0,0,0,10,1,28166,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"2758",31,40000,1,1,1,1,6,1,40000,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
"2759",33,40000,0,0,0,2,9,0,40000,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
"2760",28,18736,2,1,1,2,6,1,18736,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
"2761",40,15473,1,1,1,1,11,1,15473,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
"2762",44,17011,0,0,1,2,2,1,17011,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
"2763",28,19602,0,0,0,2,14,1,19602,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
"2764",39,13336,0,1,1,1,5,0,13336,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"2765",33,8108,0,0,1,0,11,1,8108,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0
"2766",34,14535,0,1,1,1,14,1,14535,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"2767",34,40000,4,1,1,2,4,0,40000,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0
"2768",24,29065,4,1,1,3,2,1,29065,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
"2769",36,25416,0,1,0,5,9,1,25416,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
"2770",59,20968,2,1,1,1,12,1,20968,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0
"2771",37,40000,0,1,0,3,7,0,40000,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"2772",26,38779,0,1,1,2,4,1,38779,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0
"2773",50,23810,1,1,1,2,14,0,23810,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"2774",33,19206,0,1,1,2,15,1,19206,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"2775",40,26652,1,1,0,1,15,1,26652,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"2776",44,20738,0,0,1,1,13,0,20738,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"2777",42,35186,2,1,0,2,13,0,35186,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"2778",42,33215,0,1,0,4,9,1,33215,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"2779",29,12500,0,1,0,1,11,1,12500,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"2780",44,40000,0,0,0,1,0,0,40000,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"2781",53,12059,1,1,0,6,12,1,12059,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1
"2782",43,28433,0,1,1,2,21,1,28433,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"2783",36,21614,0,1,1,0,14,1,21614,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"2784",40,25316,2,1,1,2,12,1,25316,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
"2785",49,40000,4,1,0,0,12,0,40000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
"2786",36,17017,1,1,0,1,15,1,17017,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"2787",39,40000,4,1,1,2,9,1,40000,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"2788",49,8840,0,1,1,0,15,1,8840,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
"2789",42,26417,3,1,1,1,15,1,26417,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2790",40,18063,3,1,1,1,4,1,18063,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"2791",52,21862,0,1,1,8,2,0,21862,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0
"2792",44,14493,0,0,0,6,11,1,14493,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0
"2793",30,10781,0,1,0,0,11,1,10781,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"2794",18,40000,2,1,1,2,0,1,40000,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
"2795",44,20232,4,1,0,0,16,1,20232,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"2796",46,19955,0,1,1,4,4,1,19955,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"2797",37,23532,1,1,1,1,0,0,23532,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
"2798",38,26661,1,1,0,0,8,1,26661,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"2799",29,20451,0,1,1,1,4,1,20451,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"2800",46,8863,0,1,0,1,16,0,8863,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
"2801",25,40000,4,0,0,2,5,0,40000,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"2802",57,12796,0,0,1,0,5,1,12796,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"2803",32,22636,0,1,1,2,9,0,22636,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"2804",45,11380,1,1,0,1,11,1,11380,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
"2805",46,10035,2,1,1,1,6,1,10035,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
"2806",51,26745,0,1,1,1,12,1,26745,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
"2807",36,9512,1,1,0,2,14,0,9512,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1
"2808",49,35866,1,0,0,1,21,1,35866,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
"2809",51,19903,0,1,1,2,2,1,19903,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
"2810",28,22492,1,1,1,1,4,1,22492,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
"2811",45,21142,3,1,0,2,3,1,21142,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
"2812",56,31745,2,1,1,1,7,0,31745,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0
"2813",42,17755,3,1,0,4,18,1,17755,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"2814",28,21827,0,0,0,0,6,0,21827,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
"2815",45,15711,0,1,0,2,12,1,15711,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
"2816",28,19039,3,0,1,0,13,1,19039,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
"2817",41,18814,0,1,1,2,13,0,18814,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
"2818",47,15468,0,1,1,3,15,1,15468,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
"2819",36,12257,0,0,0,1,13,0,12257,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
"2820",43,40000,2,1,0,2,14,0,40000,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"2821",39,40000,1,1,1,1,10,0,40000,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
"2822",44,18946,1,1,1,0,21,1,18946,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"2823",48,22190,2,1,0,2,11,0,22190,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"2824",43,35162,2,1,1,2,12,1,35162,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
"2825",28,20044,0,1,1,1,20,1,20044,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"2826",53,21174,2,1,0,4,7,1,21174,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"2827",60,18266,1,1,1,1,0,0,18266,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1
"2828",45,32463,1,1,0,1,5,1,32463,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0
"2829",38,12815,2,1,1,2,1,0,12815,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
"2830",39,18777,0,0,1,1,18,0,18777,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
"2831",25,12476,0,1,1,0,5,0,12476,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
"2832",44,9478,0,1,1,4,13,0,9478,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"2833",54,12805,1,1,0,0,12,1,12805,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"2834",38,28467,0,1,1,4,11,0,28467,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
"2835",28,16533,2,0,0,1,18,0,16533,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
"2836",51,23365,0,1,1,2,6,1,23365,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0
"2837",45,40000,4,0,1,0,16,0,40000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
